254	p11.1	14100000	17000000	acen	7
255	q11.1	17000000	18400000	acen	7
256	q11.2	18400000	23300000	gneg	7
257	q12	23300000	25700000	gpos50	7
258	q13.1	25700000	28000000	gneg	7
259	q13.2	28000000	29000000	gpos50	7
260	q13.3	29000000	31400000	gneg	7
261	q14	31400000	37900000	gpos75	7
262	q15.1	37900000	40700000	gneg	7
263	q15.2	40700000	41400000	gpos25	7
264	q15.3	41400000	42700000	gneg	7
265	q21.1	42700000	47600000	gpos75	7
266	q21.2	47600000	51100000	gneg	7
267	q21.3	51100000	55800000	gpos75	7
268	q22.1	55800000	57100000	gneg	7
269	q22.2	57100000	61500000	gpos25	7
270	q22.31	61500000	64900000	gneg	7
271	q22.32	64900000	65000000	gpos25	7
272	q22.33	65000000	65300000	gneg	7
273	q23	65300000	70400000	gpos25	7
274	q24.1	70400000	73100000	gneg	7
275	q24.2	73100000	74400000	gpos25	7
276	q24.3	74400000	76100000	gneg	7
277	q25.1	76100000	79500000	gpos50	7
278	q25.2	79500000	83000000	gneg	7
279	q25.3	83000000	86900000	gpos50	7
280	q26.1	86900000	92100000	gneg	7
281	q26.2	92100000	96300000	gpos50	7
282	q26.3	96300000	100338915	gneg	7
283	p13.3	0	6300000	gneg	8
284	p13.2	6300000	10300000	gpos50	8
285	p13.13	10300000	12500000	gneg	8
286	p13.12	12500000	14700000	gpos50	8
287	p13.11	14700000	16700000	gneg	8
288	p12.3	16700000	20500000	gpos50	8
289	p12.2	20500000	21700000	gneg	8
290	p12.1	21700000	27600000	gpos50	8
291	p11.2	27600000	34400000	gneg	8
292	p11.1	34400000	38200000	acen	8
293	q11.1	38200000	40700000	acen	8
294	q11.2	40700000	45500000	gvar	8
295	q12.1	45500000	51200000	gneg	8
296	q12.2	51200000	54500000	gpos50	8
297	q13	54500000	56700000	gneg	8
298	q21	56700000	65200000	gpos100	8
299	q22.1	65200000	69400000	gneg	8
300	q22.2	69400000	69800000	gpos50	8
301	q22.3	69800000	73300000	gneg	8
302	q23.1	73300000	78200000	gpos75	8
303	q23.2	78200000	80500000	gneg	8
304	q23.3	80500000	82700000	gpos50	8
305	q24.1	82700000	85600000	gneg	8
306	q24.2	85600000	87200000	gpos25	8
307	q24.3	87200000	88827254	gneg	8
308	p13.3	0	3600000	gneg	9
309	p13.2	3600000	6800000	gpos50	9
310	p13.1	6800000	11200000	gneg	9
311	p12	11200000	15900000	gpos75	9
312	p11.2	15900000	22100000	gneg	9
313	p11.1	22100000	22200000	acen	9
314	q11.1	22200000	23200000	acen	9
315	q11.2	23200000	28800000	gneg	9
316	q12	28800000	35400000	gpos50	9
317	q21.1	35400000	35600000	gneg	9
318	q21.2	35600000	37800000	gpos25	9
319	q21.31	37800000	41900000	gneg	9
320	q21.32	41900000	44800000	gpos25	9
321	q21.33	44800000	47600000	gneg	9
322	q22	47600000	54900000	gpos75	9
323	q23.1	54900000	55600000	gneg	9
324	q23.2	55600000	58400000	gpos75	9
325	q23.3	58400000	59900000	gneg	9
326	q24.1	59900000	61600000	gpos50	9
327	q24.2	61600000	64600000	gneg	9
328	q24.3	64600000	68400000	gpos75	9
329	q25.1	68400000	72200000	gneg	9
330	q25.2	72200000	72900000	gpos25	9
331	q25.3	72900000	78774742	gneg	9
332	p11.32	0	2900000	gneg	10
333	p11.31	2900000	7200000	gpos50	10
334	p11.23	7200000	8500000	gneg	10
335	p11.22	8500000	10900000	gpos25	10
336	p11.21	10900000	15400000	gneg	10
337	p11.1	15400000	16100000	acen	10
338	q11.1	16100000	17300000	acen	10
339	q11.2	17300000	23300000	gneg	10
340	q12.1	23300000	31000000	gpos100	10
341	q12.2	31000000	35500000	gneg	10
342	q12.3	35500000	41800000	gpos75	10
343	q21.1	41800000	46400000	gneg	10
344	q21.2	46400000	52000000	gpos75	10
345	q21.31	52000000	54400000	gneg	10
346	q21.32	54400000	57100000	gpos50	10
347	q21.33	57100000	59800000	gneg	10
348	q22.1	59800000	64900000	gpos100	10
349	q22.2	64900000	66900000	gneg	10
350	q22.3	66900000	71300000	gpos25	10
351	q23	71300000	76117153	gneg	10
352	p13.3	0	6900000	gneg	11
353	p13.2	6900000	12600000	gpos25	11
354	p13.13	12600000	13800000	gneg	11
355	p13.12	13800000	16100000	gpos25	11
356	p13.11	16100000	19800000	gneg	11
357	p12	19800000	26700000	gvar	11
358	p11	26700000	28500000	acen	11
359	q11	28500000	30200000	acen	11
360	q12	30200000	37100000	gvar	11
361	q13.11	37100000	40300000	gneg	11
362	q13.12	40300000	43000000	gpos25	11
363	q13.13	43000000	43400000	gneg	11
364	q13.2	43400000	47800000	gpos25	11
365	q13.31	47800000	50000000	gneg	11
366	q13.32	50000000	53800000	gpos25	11
367	q13.33	53800000	57600000	gneg	11
368	q13.41	57600000	59100000	gpos25	11
369	q13.42	59100000	61400000	gneg	11
370	q13.43	61400000	63811651	gpos25	11
371	p25.3	0	4300000	gneg	12
372	p25.2	4300000	7000000	gpos50	12
373	p25.1	7000000	12800000	gneg	12
374	p24.3	12800000	17000000	gpos75	12
375	p24.2	17000000	19100000	gneg	12
376	p24.1	19100000	23900000	gpos75	12
377	p23.3	23900000	27700000	gneg	12
378	p23.2	27700000	29800000	gpos25	12
379	p23.1	29800000	31900000	gneg	12
380	p22.3	31900000	36400000	gpos75	12
381	p22.2	36400000	38400000	gneg	12
382	p22.1	38400000	41600000	gpos50	12
383	p21	41600000	47600000	gneg	12
384	p16.3	47600000	52700000	gpos100	12
385	p16.2	52700000	54800000	gneg	12
386	p16.1	54800000	61100000	gpos100	12
387	p15	61100000	64000000	gneg	12
388	p14	64000000	70500000	gpos50	12
389	p13.3	70500000	72600000	gneg	12
390	p13.2	72600000	73900000	gpos50	12
391	p13.1	73900000	75400000	gneg	12
392	p12	75400000	83700000	gpos100	12
393	p11.2	83700000	91000000	gneg	12
394	p11.1	91000000	93300000	acen	12
395	q11.1	93300000	95700000	acen	12
396	q11.2	95700000	102100000	gneg	12
397	q12.1	102100000	105300000	gpos50	12
398	q12.2	105300000	106700000	gneg	12
399	q12.3	106700000	108600000	gpos25	12
400	q13	108600000	113800000	gneg	12
401	q14.1	113800000	118600000	gpos50	12
402	q14.2	118600000	122100000	gneg	12
403	q14.3	122100000	129600000	gpos50	12
404	q21.1	129600000	132200000	gneg	12
405	q21.2	132200000	134800000	gpos25	12
406	q21.3	134800000	136600000	gneg	12
407	q22.1	136600000	142400000	gpos100	12
408	q22.2	142400000	144700000	gneg	12
409	q22.3	144700000	148400000	gpos100	12
410	q23.1	148400000	149600000	gneg	12
411	q23.2	149600000	150300000	gpos25	12
412	q23.3	150300000	154600000	gneg	12
413	q24.1	154600000	159600000	gpos75	12
414	q24.2	159600000	163500000	gneg	12
415	q24.3	163500000	169500000	gpos75	12
416	q31.1	169500000	177700000	gneg	12
417	q31.2	177700000	180400000	gpos50	12
418	q31.3	180400000	182700000	gneg	12
419	q32.1	182700000	189100000	gpos75	12
420	q32.2	189100000	191600000	gneg	12
421	q32.3	191600000	197100000	gpos75	12
422	q33.1	197100000	203500000	gneg	12
423	q33.2	203500000	205600000	gpos50	12
424	q33.3	205600000	209100000	gneg	12
425	q34	209100000	215100000	gpos100	12
426	q35	215100000	221300000	gneg	12
427	q36.1	221300000	224900000	gpos75	12
428	q36.2	224900000	225800000	gneg	12
429	q36.3	225800000	230700000	gpos100	12
430	q37.1	230700000	235300000	gneg	12
431	q37.2	235300000	237000000	gpos50	12
432	q37.3	237000000	242951149	gneg	12
433	p13	0	5000000	gneg	13
434	p12.3	5000000	9000000	gpos75	13
435	p12.2	9000000	11900000	gneg	13
436	p12.1	11900000	17800000	gpos75	13
437	p11.23	17800000	21200000	gneg	13
438	p11.22	21200000	22300000	gpos25	13
439	p11.21	22300000	25700000	gneg	13
440	p11.1	25700000	27100000	acen	13
441	q11.1	27100000	28400000	acen	13
442	q11.21	28400000	31500000	gneg	13
443	q11.22	31500000	33900000	gpos25	13
444	q11.23	33900000	37100000	gneg	13
445	q12	37100000	41100000	gpos75	13
446	q13.11	41100000	41600000	gneg	13
447	q13.12	41600000	45800000	gpos25	13
448	q13.13	45800000	49200000	gneg	13
449	q13.2	49200000	54400000	gpos75	13
450	q13.31	54400000	55900000	gneg	13
451	q13.32	55900000	57900000	gpos50	13
452	q13.33	57900000	62435964	gneg	13
